0.0 0.45 0.0666265495567
0.0 0.48 0.0886550498191
0.0 0.51 0.12629659139
0.0 0.54 0.214039454267
0.0 0.57 0.807858065432
0.0 0.6 0.358284678851
0.0 0.63 0.124267991537
0.0 0.66 0.063495809366
0.0 0.69 0.034690629819
0.0 0.72 0.017400420901
0.0 0.75 0.0048204572184
0.1 0.45 0.0664188882004
0.1 0.48 0.0885942031066
0.1 0.51 0.126123203305
0.1 0.54 0.212765416907
0.1 0.57 0.831180500554
0.1 0.6 0.366724188572
0.1 0.63 0.125189701925
0.1 0.66 0.0638438776116
0.1 0.69 0.034904800348
0.1 0.72 0.0175063747747
0.1 0.75 0.00489045338189
0.2 0.45 0.0655183391086
0.2 0.48 0.0882962255345
0.2 0.51 0.125901259169
0.2 0.54 0.211143190541
0.2 0.57 0.864959902205
0.2 0.6 0.383981899157
0.2 0.63 0.128205914298
0.2 0.66 0.0649184679018
0.2 0.69 0.0355347997133
0.2 0.72 0.0178556781507
0.2 0.75 0.0051351289014
0.3 0.45 0.0642196669945
0.3 0.48 0.0876566966887
0.3 0.51 0.125849206322
0.3 0.54 0.210941824572
0.3 0.57 0.915838788077
0.3 0.6 0.405764290571
0.3 0.63 0.133446091474
0.3 0.66 0.0666605472864
0.3 0.69 0.0365648332953
0.3 0.72 0.0178488929623
0.3 0.75 0.00556939201378
0.4 0.45 0.0609902810328
0.4 0.48 0.0864473821393
0.4 0.51 0.125723049802
0.4 0.54 0.212846228946
0.4 0.57 0.969375691458
0.4 0.6 0.441409561243
0.4 0.63 0.140838373839
0.4 0.66 0.0690752993293
0.4 0.69 0.0379720483243
0.4 0.72 0.0187111559843
0.4 0.75 0.00619008729278
0.5 0.45 0.0579618157393
0.5 0.48 0.0848942572487
0.5 0.51 0.124740459927
0.5 0.54 0.217180112071
0.5 0.57 0.991729654947
0.5 0.6 0.53539851047
0.5 0.63 0.149746360942
0.5 0.66 0.0721667156276
0.5 0.69 0.0397304807198
0.5 0.72 0.0198402098912
0.5 0.75 0.00699899603432
0.6 0.45 0.0529855706948
0.6 0.48 0.0817903365456
0.6 0.51 0.123881290431
0.6 0.54 0.212823634419
0.6 0.57 0.995187254149
0.6 0.6 0.619087606722
0.6 0.63 0.157936288399
0.6 0.66 0.076091928121
0.6 0.69 0.0419029146741
0.6 0.72 0.0212743691123
0.6 0.75 0.00801192084463
0.7 0.45 0.0384745852473
0.7 0.48 0.0755806797986
0.7 0.51 0.12238852976
0.7 0.54 0.215093183982
0.7 0.57 0.966166884512
0.7 0.6 0.763752794785
0.7 0.63 0.163480893045
0.7 0.66 0.0813510593744
0.7 0.69 0.0446977679519
0.7 0.72 0.0230582247665
0.7 0.75 0.00921552216491
0.8 0.45 0.0371894348774
0.8 0.48 0.0714661521506
0.8 0.51 0.117550257913
0.8 0.54 0.214798279679
0.8 0.57 0.995550427414
0.8 0.6 0.982514109698
0.8 0.63 0.17977786348
0.8 0.66 0.0880752420435
0.8 0.69 0.0477622106933
0.8 0.72 0.0251233749306
0.8 0.75 0.010633559209
0.9 0.45 0.0241303020526
0.9 0.48 0.0610393966379
0.9 0.51 0.115108085452
0.9 0.54 0.217427087666
0.9 0.57 0.995625323859
0.9 0.6 0.994675496398
0.9 0.63 0.197841088503
0.9 0.66 0.0934555434009
0.9 0.69 0.0509777617619
0.9 0.72 0.0281893685301
0.9 0.75 0.0123306232633
1.0 0.45 0.0398686692813
1.0 0.48 0.0501016611314
1.0 0.51 0.0860421227538
1.0 0.54 0.20308923098
1.0 0.57 0.995385695438
1.0 0.6 0.993358093349
1.0 0.63 0.203310554785
1.0 0.66 0.0974565525206
1.0 0.69 0.0544907558735
1.0 0.72 0.0307677824865
1.0 0.75 0.015185443062
